firstname,surname,bornCountryCode,gender,year,category,share,motivation
Sir Nevill Francis,Mott,GB,male,1977,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"""
John Hasbrouck,van Vleck,US,male,1977,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"""
Philip Warren,Anderson,US,male,1977,physics,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems"""
Julian,Schwinger,US,male,1965,physics,3,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"""
Richard P.,Feynman,US,male,1965,physics,3,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"""
Sin-Itiro,Tomonaga,JP,male,1965,physics,3,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"""
J. Georg,Bednorz,DE,male,1987,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials"""
K. Alexander,Môller,CH,male,1987,physics,2,"""for their important break-through in the discovery of superconductivity in ceramic materials"""
Marshall W.,Nirenberg,US,male,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis"""
Robert W.,Holley,US,male,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis"""
Har Gobind,Khorana,IN,male,1968,medicine,3,"""for their interpretation of the genetic code and its function in protein synthesis"""
Richard Laurence Millington,Synge,GB,male,1952,chemistry,2,"""for their invention of partition chromatography"""
Archer John Porter,Martin,GB,male,1952,chemistry,2,"""for their invention of partition chromatography"""
Arthur,Harden,GB,male,1929,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes"""
Hans Karl August Simon,von Euler-Chelpin,DE,male,1929,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes"""
John Robert,Schrieffer,US,male,1972,physics,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
Leon Neil,Cooper,US,male,1972,physics,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
John,Bardeen,US,male,1972,physics,3,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
Herbert A.,Hauptman,US,male,1985,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures"""
Jerome,Karle,US,male,1985,chemistry,2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures"""
James E.,Meade,GB,male,1977,economics,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements"""
Bertil,Ohlin,SE,male,1977,economics,2,"""for their pathbreaking contribution to the theory of international trade and international capital movements"""
Tsung-Dao (T.D.),Lee,CN,male,1957,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"""
Chen Ning,Yang,CN,male,1957,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"""
Ernest Thomas Sinton,Walton,IE,male,1951,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"""
Sir John Douglas,Cockcroft,GB,male,1951,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"""
John C.,Harsanyi,HU,male,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
Reinhard,Selten,PL,male,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
John F.,Nash Jr.,US,male,1994,economics,3,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
Kenneth J.,Arrow,US,male,1972,economics,2,"""for their pioneering contributions to general economic equilibrium theory and welfare theory"""
John R.,Hicks,GB,male,1972,economics,2,"""for their pioneering contributions to general economic equilibrium theory and welfare theory"""
Jerome I.,Friedman,US,male,1990,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"""
Henry W.,Kendall,US,male,1990,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"""
Richard E.,Taylor,CA,male,1990,physics,3,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"""
Sir Martin,Ryle,GB,male,1974,physics,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"""
Antony,Hewish,GB,male,1974,physics,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars"""
Theodore W.,Schultz,US,male,1979,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries"""
Sir Arthur,Lewis,LC,male,1979,economics,2,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries"""
Samuel Chao Chung,Ting,US,male,1976,physics,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind"""
Burton,Richter,US,male,1976,physics,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind"""
Merton H.,Miller,US,male,1990,economics,3,"""for their pioneering work in the theory of financial economics"""
Harry M.,Markowitz,US,male,1990,economics,3,"""for their pioneering work in the theory of financial economics"""
William F.,Sharpe,US,male,1990,economics,3,"""for their pioneering work in the theory of financial economics"""
Gunnar,Myrdal,SE,male,1974,economics,2,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"""
Friedrich August,von Hayek,AT,male,1974,economics,2,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"""
Geoffrey,Wilkinson,GB,male,1973,chemistry,2,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"""
Ernst Otto,Fischer,DE,male,1973,chemistry,2,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"""
Wendell Meredith,Stanley,US,male,1946,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form"""
John Howard,Northrop,US,male,1946,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form"""
Nikolay Nikolaevich,Semenov,RU,male,1956,chemistry,2,"""for their researches into the mechanism of chemical reactions"""
Sir Cyril Norman,Hinshelwood,GB,male,1956,chemistry,2,"""for their researches into the mechanism of chemical reactions"""
William Bradford,Shockley,GB,male,1956,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
Walter Houser,Brattain,CN,male,1956,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
John,Bardeen,US,male,1956,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect"""
Sir William Henry,Bragg,GB,male,1915,physics,2,"""for their services in the analysis of crystal structure by means of X-rays"""
William Lawrence,Bragg,AU,male,1915,physics,2,"""for their services in the analysis of crystal structure by means of X-rays"""
Kailash,Satyarthi,IN,male,2014,peace,2,"""for their struggle against the suppression of children and young people and for the right of all children to education"""
Ronald George Wreyford,Norrish,GB,male,1967,chemistry,4,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"""
Manfred,Eigen,DE,male,1967,chemistry,2,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"""
George,Porter,GB,male,1967,chemistry,4,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"""
Max Ferdinand,Perutz,AT,male,1962,chemistry,2,"""for their studies of the structures of globular proteins"""
John Cowdery,Kendrew,GB,male,1962,chemistry,2,"""for their studies of the structures of globular proteins"""
Roald,Hoffmann,UA,male,1981,chemistry,2,"""for their theories, developed independently, concerning the course of chemical reactions"""
Kenichi,Fukui,JP,male,1981,chemistry,2,"""for their theories, developed independently, concerning the course of chemical reactions"""
Kofi,Annan,GH,male,2001,peace,2,"""for their work for a better organized and more peaceful world"""
Frederik Willem,de Klerk,ZA,male,1993,peace,2,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"""
Nelson,Mandela,ZA,male,1993,peace,2,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"""
Mario J.,Molina,MX,male,1995,chemistry,3,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
F. Sherwood,Rowland,US,male,1995,chemistry,3,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
Paul J.,Crutzen,NL,male,1995,chemistry,3,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
Ryoji,Noyori,JP,male,2001,chemistry,4,"""for their work on chirally catalysed hydrogenation reactions"""
William S.,Knowles,US,male,2001,chemistry,4,"""for their work on chirally catalysed hydrogenation reactions"""
Carlos Filipe Ximenes,Belo,TL,male,1996,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor"""
Jos_,Ramos-Horta,TL,male,1996,peace,2,"""for their work towards a just and peaceful solution to the conflict in East Timor"""
F. Duncan M.,Haldane,GB,male,2016,physics,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
J. Michael,Kosterlitz,GB,male,2016,physics,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
David J.,Thouless,GB,male,2016,physics,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
Georges J.F.,K_hler,DE,male,1984,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
Niels K.,Jerne,GB,male,1984,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
C_sar,Milstein,AR,male,1984,medicine,3,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"""
Seamus,Heaney,GB,male,1995,literature,1,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"""
Imre,Kert_sz,HU,male,2002,literature,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history"""
Elias,Canetti,BG,male,1981,literature,1,"""for writings marked by a broad outlook, a wealth of ideas and artistic power"""
Harry,Martinson,SE,male,1974,literature,2,"""for writings that catch the dewdrop and reflect the cosmos"""
Count Maurice (Mooris) Polidore Marie Bernhard,Maeterlinck,BE,male,1911,literature,1,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"""
Rudyard,Kipling,IN,male,1907,literature,1,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"""
Theodore William,Richards,US,male,1914,chemistry,1,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements"""
Anatole,France,FR,male,1921,literature,1,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"""
Niels Ryberg,Finsen,DK,male,1903,medicine,1,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science"""
Rudolf Christoph,Eucken,DE,male,1908,literature,1,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"""
Henri,Bergson,FR,male,1927,literature,1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented"""
Johann Friedrich Wilhelm Adolf,von Baeyer,DE,male,1905,chemistry,1,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds"""
Sir William,Ramsay,GB,male,1904,chemistry,1,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system"""
Otto,Wallach,RU,male,1910,chemistry,1,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds"""
Carl Gustaf Verner,von Heidenstam,SE,male,1916,literature,1,"""in recognition of his significance as the leading representative of a new era in our literature"""
Earl (Bertrand Arthur William),Russell,GB,male,1950,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought"""
Walther Hermann,Nernst,DE,male,1920,chemistry,1,"""in recognition of his work in thermochemistry"""
Charles Robert,Richet,FR,male,1913,medicine,1,"""in recognition of his work on anaphylaxis"""
Wilhelm,Ostwald,LV,male,1909,chemistry,1,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction"""
Alfred,Werner,FR,male,1913,chemistry,1,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry"""
Ivan Petrovich,Pavlov,RU,male,1904,medicine,1,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"""
Charles Louis Alphonse,Laveran,FR,male,1907,medicine,1,"""in recognition of his work on the role played by protozoa in causing diseases"""
Alexis,Carrel,FR,male,1912,medicine,1,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs"""
Albrecht,Kossel,DE,male,1910,medicine,1,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"""
Pieter,Zeeman,NL,male,1902,physics,2,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"""
Hendrik Antoon,Lorentz,NL,male,1902,physics,2,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"""
Antoine Henri,Becquerel,FR,male,1903,physics,2,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"""
Hermann Emil,Fischer,DE,male,1902,chemistry,1,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses"""
Jacobus Henricus,van 't Hoff,NL,male,1901,chemistry,1,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions"""
Wilhelm Conrad,R_ntgen,DE,male,1901,physics,1,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him"""
Svante August,Arrhenius,SE,male,1903,chemistry,1,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation"""
Pierre,Curie,FR,male,1903,physics,4,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"""
Fr_d_ric,Mistral,FR,male,1904,literature,2,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"""
Joseph John,Thomson,GB,male,1906,physics,1,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases"""
Henri,Moissan,FR,male,1906,chemistry,1,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"""
Jos_,Echegaray y Eizaguirre,ES,male,1904,literature,2,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"""
Charles Edouard,Guillaume,CH,male,1920,physics,1,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys"""
Max Karl Ernst Ludwig,Planck,DE,male,1918,physics,1,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta"""
Guglielmo,Marconi,IT,male,1909,physics,2,"""in recognition of their contributions to the development of wireless telegraphy"""
Karl Ferdinand,Braun,DE,male,1909,physics,2,"""in recognition of their contributions to the development of wireless telegraphy"""
Carl,Bosch,DE,male,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
Carl,Bosch,DE,male,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
Friedrich,Bergius,PL,male,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
Friedrich,Bergius,PL,male,1931,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods"""
Fr_d_ric,Joliot,FR,male,1935,chemistry,2,"""in recognition of their synthesis of new radioactive elements"""
Paul,Ehrlich,PL,male,1908,medicine,2,"""in recognition of their work on immunity"""
Paul,Ehrlich,PL,male,1908,medicine,2,"""in recognition of their work on immunity"""
Ilya Ilyich,Mechnikov,UA,male,1908,medicine,2,"""in recognition of their work on immunity"""
Santiago,Ram„n y Cajal,ES,male,1906,medicine,2,"""in recognition of their work on the structure of the nervous system"""
Camillo,Golgi,IT,male,1906,medicine,2,"""in recognition of their work on the structure of the nervous system"""
Carl Friedrich Georg,Spitteler,CH,male,1919,literature,1,"""in special appreciation of his epic, <I>Olympian Spring</I>"""
Sully,Prudhomme,FR,male,1901,literature,1,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"""
Giosu�,Carducci,IT,male,1906,literature,1,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"""
Gerhart Johann Robert,Hauptmann,DE,male,1912,literature,1,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"""
Thomas,Mann,DE,male,1929,literature,1,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature"""
Christian Matthias Theodor,Mommsen,DE,male,1902,literature,1,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>"""
Erik Axel,Karlfeldt,SE,male,1931,literature,1,"""The poetry of Erik Axel Karlfeldt"""
Dario,Fo,IT,male,1997,literature,1,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden"""
Wole,Soyinka,NG,male,1986,literature,1,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence"""
Claude,Simon,MG,male,1985,literature,1,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition"""
Harold,Pinter,GB,male,2005,literature,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms"""
John M.,Coetzee,ZA,male,2003,literature,1,"""who in innumerable guises portrays the surprising involvement of the outsider"""
Orhan,Pamuk,TR,male,2006,literature,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures"""
Mo,Yan,CN,male,2012,literature,1,"""who with hallucinatory realism merges folk tales, history and the contemporary"""
Jos_,Saramago,PT,male,1998,literature,1,"""who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"""
Kenzaburo,Oe,JP,male,1994,literature,1,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"""
Czeslaw,Milosz,LT,male,1980,literature,1,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts"""
Naguib,Mahfouz,EG,male,1988,literature,1,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind"""
Gônter,Grass,PL,male,1999,literature,1,"""whose frolicsome black fables portray the forgotten face of history"""
Ralph,Bunche,US,male,1950,peace,1,
Nicholas Murray,Butler,US,male,1931,peace,2,
Louis,Renault,FR,male,1907,peace,2,
Linus Carl,Pauling,US,male,1962,peace,1,
Desmond Mpilo,Tutu,ZA,male,1984,peace,1,
Adolfo,P_rez Esquivel,AR,male,1980,peace,1,
The 14th Dalai Lama (Tenzin Gyatso),,CN,male,1989,peace,1,
Lech,Walesa,PL,male,1983,peace,1,
Eisaku,Sato,JP,male,1974,peace,2,
Seˆn,MacBride,FR,male,1974,peace,2,
Dag Hjalmar Agne Carl,Hammarskj_ld,SE,male,1961,peace,1,
Georges,Pire,BE,male,1958,peace,1,
Alfonso,GarcÍa Robles,MX,male,1982,peace,2,
Le Duc Tho,,VN,male,1973,peace,2,
Menachem,Begin,BY,male,1978,peace,2,
Willy,Brandt,DE,male,1971,peace,1,
Norman E.,Borlaug,US,male,1970,peace,1,
Mohamed Anwar,al-Sadat,EG,male,1978,peace,2,
Andrei Dmitrievich,Sakharov,RU,male,1975,peace,1,
Henry A.,Kissinger,DE,male,1973,peace,2,
Elie,Wiesel,RO,male,1986,peace,1,
Martin Luther,King Jr.,US,male,1964,peace,1,
,,,male,,,,
,,,male,,,,
,,,male,,,,
,,,male,,,,
,,,male,,,,
,,,male,,,,
Fr_d_ric,Passy,FR,male,1901,peace,2,
William Randal,Cremer,GB,male,1903,peace,1,
Jean Henry,Dunant,CH,male,1901,peace,2,
Auguste Marie Fran�ois,Beernaert,BE,male,1909,peace,2,
€lie,Ducommun,CH,male,1902,peace,2,
Ernesto Teodoro,Moneta,IT,male,1907,peace,2,
Fredrik,Bajer,DK,male,1908,peace,2,
Tobias Michael Carel,Asser,NL,male,1911,peace,2,
Ferdinand,Buisson,FR,male,1927,peace,2,
Charles Albert,Gobat,CH,male,1902,peace,2,
Klas Pontus,Arnoldson,SE,male,1908,peace,2,
Elihu,Root,US,male,1912,peace,1,
L_on Victor Auguste,Bourgeois,FR,male,1920,peace,1,
Paul Henri Benjamin Balluet,"d'Estournelles de Constant, Baron de Constant de Rebecque",FR,male,1909,peace,2,
Henri,La Fontaine,BE,male,1913,peace,1,
Frank Billings,Kellogg,US,male,1929,peace,1,
Thomas Woodrow,Wilson,US,male,1919,peace,1,
Ludwig,Quidde,DE,male,1927,peace,2,
Theodore,Roosevelt,US,male,1906,peace,1,
Karl Hjalmar,Branting,SE,male,1921,peace,2,
Fridtjof,Nansen,NO,male,1922,peace,1,
Aristide,Briand,FR,male,1926,peace,2,
Arthur,Henderson,GB,male,1934,peace,1,
Sir Austen,Chamberlain,GB,male,1925,peace,2,
"Cecil of Chelwood, Viscount",(Lord Edgar Algernon Robert Gascoyne Cecil),GB,male,1937,peace,1,
Alfred Hermann,Fried,AT,male,1911,peace,2,
John Raleigh,Mott,US,male,1946,peace,2,
Charles Gates,Dawes,US,male,1925,peace,2,
Lars Olof Jonathan (Nathan),S_derblom,SE,male,1930,peace,1,
Christian Lous,Lange,NO,male,1921,peace,2,
Cordell,Hull,US,male,1945,peace,1,
Sir Norman,Angell (Ralph Lane),GB,male,1933,peace,1,
Albert,Schweitzer,FR,male,1952,peace,1,
Gustav,Stresemann,DE,male,1926,peace,2,
Carlos,Saavedra Lamas,AR,male,1936,peace,1,
L_on,Jouhaux,FR,male,1951,peace,1,
Lord (John),Boyd Orr of Brechin,GB,male,1949,peace,1,
George Catlett,Marshall,US,male,1953,peace,1,
Ren_,Cassin,FR,male,1968,peace,1,
Carl,von Ossietzky,DE,male,1935,peace,1,
Philip J.,Noel-Baker,GB,male,1959,peace,1,
Lester Bowles,Pearson,CA,male,1957,peace,1,
Albert John,Lutuli,ZW,male,1960,peace,1,
National Dialogue Quartet,,,org,2015,peace,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011"""
Organisation for the Prohibition of Chemical Weapons (OPCW),,,org,2013,peace,1,"""for its extensive efforts to eliminate chemical weapons"""
European Union (EU),,,org,2012,peace,1,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"""
Intergovernmental Panel on Climate Change (IPCC),,,org,2007,peace,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"""
Grameen Bank,,,org,2006,peace,2,"""for their efforts to create economic and social development from below"""
Pugwash Conferences on Science and World Affairs,,,org,1995,peace,2,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"""
International Atomic Energy Agency (IAEA),,,org,2005,peace,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way"""
United Nations (U.N.),,,org,2001,peace,2,"""for their work for a better organized and more peaceful world"""
International Campaign to Ban Landmines (ICBL),,,org,1997,peace,2,"""for their work for the banning and clearing of anti-personnel mines"""
M_decins Sans Fronti�res,,,org,1999,peace,1,"""in recognition of the organization's pioneering humanitarian work on several continents"""
Institut de droit international (Institute of International Law),,,org,1904,peace,1,
Bureau international permanent de la Paix (Permanent International Peace Bureau),,,org,1910,peace,1,
Comit_ international de la Croix Rouge (International Committee of the Red Cross),,,org,1917,peace,1,
Comit_ international de la Croix Rouge (International Committee of the Red Cross),,,org,1944,peace,1,
Comit_ international de la Croix Rouge (International Committee of the Red Cross),,,org,1963,peace,2,
Office international Nansen pour les R_fugi_s (Nansen International Office for Refugees),,,org,1938,peace,1,
Friends Service Council (The Quakers),,,org,1947,peace,2,
American Friends Service Committee (The Quakers),,,org,1947,peace,2,
Office of the United Nations High Commissioner for Refugees (UNHCR),,,org,1954,peace,1,
Office of the United Nations High Commissioner for Refugees (UNHCR),,,org,1981,peace,1,
Ligue des Soci_t_s de la Croix-Rouge (League of Red Cross Societies),,,org,1963,peace,2,
United Nations Children's Fund (UNICEF),,,org,1965,peace,1,
International Labour Organization (I.L.O.),,,org,1969,peace,1,
Amnesty International,,,org,1977,peace,1,
International Physicians for the Prevention of Nuclear War,,,org,1985,peace,1,
United Nations Peacekeeping Forces,,,org,1988,peace,1,
